dataset,seed,method,method_label,group,test_f1,test_auc,test_ap,precision,recall,val_f1,metrics_path
Illicit-ETH,45,rule,GNN + rule evidence,evidence,0.9455081001472754,0.9888261758691207,0.9877554609675496,0.9093484419263456,0.9846625766871165,0.9708141321044547,outputs/paper_5seed_qwen_counter_clean_20260615/Illicit-ETH/seed_45/sage_rule_evidence/metrics.json
Illicit-ETH,46,rule,GNN + rule evidence,evidence,0.945619335347432,0.9816932515337423,0.9846529456565801,0.9315476190476191,0.9601226993865031,0.9742033383915023,outputs/paper_5seed_qwen_counter_clean_20260615/Illicit-ETH/seed_46/sage_rule_evidence/metrics.json
Illicit-ETH,42,qwen,GNN + Qwen motif,evidence,0.9544740973312402,0.9915828220858895,0.9908485405776656,0.977491961414791,0.9325153374233128,0.9707241910631741,outputs/paper_5seed_qwen_counter_clean_20260615/Illicit-ETH/seed_42/sage_qwen_motif_channel/metrics.json
Illicit-ETH,43,qwen,GNN + Qwen motif,evidence,0.9486404833836858,0.9809079754601228,0.9706084638603916,0.9345238095238095,0.9631901840490797,0.975609756097561,outputs/paper_5seed_qwen_counter_clean_20260615/Illicit-ETH/seed_43/sage_qwen_motif_channel/metrics.json
Illicit-ETH,44,qwen,GNN + Qwen motif,evidence,0.9565217391304348,0.9878036809815951,0.9877016257938315,0.9354838709677419,0.9785276073619632,0.973724884080371,outputs/paper_5seed_qwen_counter_clean_20260615/Illicit-ETH/seed_44/sage_qwen_motif_channel/metrics.json
Illicit-ETH,45,qwen,GNN + Qwen motif,evidence,0.9574468085106383,0.9952883435582822,0.9948008123704566,0.9487951807228916,0.9662576687116564,0.9722222222222222,outputs/paper_5seed_qwen_counter_clean_20260615/Illicit-ETH/seed_45/sage_qwen_motif_channel/metrics.json
Illicit-ETH,46,qwen,GNN + Qwen motif,evidence,0.9523809523809523,0.9845316973415132,0.9892938736972722,0.9538461538461539,0.950920245398773,0.9802130898021308,outputs/paper_5seed_qwen_counter_clean_20260615/Illicit-ETH/seed_46/sage_qwen_motif_channel/metrics.json
Illicit-ETH,42,rule_qwen,GNN + rule + Qwen motif,evidence,0.964451313755796,0.991116564417178,0.9930628351181805,0.9719626168224299,0.9570552147239264,0.975609756097561,outputs/paper_5seed_qwen_counter_clean_20260615/Illicit-ETH/seed_42/sage_rule_scalar_qwen_motif_channel/metrics.json
Illicit-ETH,43,rule_qwen,GNN + rule + Qwen motif,evidence,0.9643410852713178,0.9878200408997955,0.991194078478236,0.9749216300940439,0.9539877300613497,0.9768875192604006,outputs/paper_5seed_qwen_counter_clean_20260615/Illicit-ETH/seed_43/sage_rule_scalar_qwen_motif_channel/metrics.json
Illicit-ETH,44,rule_qwen,GNN + rule + Qwen motif,evidence,0.968421052631579,0.9914437627811862,0.9927450044933452,0.9498525073746312,0.9877300613496932,0.9800918836140888,outputs/paper_5seed_qwen_counter_clean_20260615/Illicit-ETH/seed_44/sage_rule_scalar_qwen_motif_channel/metrics.json
Illicit-ETH,45,rule_qwen,GNN + rule + Qwen motif,evidence,0.9680365296803652,0.9952147239263804,0.9952021988912593,0.9607250755287009,0.9754601226993865,0.9752321981424149,outputs/paper_5seed_qwen_counter_clean_20260615/Illicit-ETH/seed_45/sage_rule_scalar_qwen_motif_channel/metrics.json
Illicit-ETH,46,rule_qwen,GNN + rule + Qwen motif,evidence,0.9486780715396579,0.9778977505112475,0.980974575930811,0.9621451104100947,0.9355828220858896,0.975609756097561,outputs/paper_5seed_qwen_counter_clean_20260615/Illicit-ETH/seed_46/sage_rule_scalar_qwen_motif_channel/metrics.json
EPSD-Ponzi,42,graphsage,Base GraphSAGE,base,0.6761904761904762,0.9169533169533169,0.7695442818876708,0.6396396396396397,0.7171717171717171,0.6899563318777293,outputs/paper_5seed_qwen_counter_clean_20260615/EPSD-Ponzi/seed_42/sage_no_evidence/metrics.json
EPSD-Ponzi,43,graphsage,Base GraphSAGE,base,0.5347593582887701,0.8665028665028666,0.5977259061531006,0.5681818181818182,0.5050505050505051,0.7103825136612022,outputs/paper_5seed_qwen_counter_clean_20260615/EPSD-Ponzi/seed_43/sage_no_evidence/metrics.json
EPSD-Ponzi,44,graphsage,Base GraphSAGE,base,0.6111111111111112,0.8972426972426972,0.705059317493398,0.6790123456790124,0.5555555555555556,0.6198830409356725,outputs/paper_5seed_qwen_counter_clean_20260615/EPSD-Ponzi/seed_44/sage_no_evidence/metrics.json
EPSD-Ponzi,45,graphsage,Base GraphSAGE,base,0.5882352941176471,0.8965146965146965,0.6856854096377126,0.5714285714285714,0.6060606060606061,0.57,outputs/paper_5seed_qwen_counter_clean_20260615/EPSD-Ponzi/seed_45/sage_no_evidence/metrics.json
EPSD-Ponzi,46,graphsage,Base GraphSAGE,base,0.6069651741293532,0.8767494767494768,0.6929238810631351,0.5980392156862745,0.6161616161616161,0.6666666666666666,outputs/paper_5seed_qwen_counter_clean_20260615/EPSD-Ponzi/seed_46/sage_no_evidence/metrics.json
EPSD-Ponzi,42,rule,GNN + rule evidence,evidence,0.7070707070707071,0.9402675402675402,0.8113640828399398,0.7070707070707071,0.7070707070707071,0.6947368421052632,outputs/paper_5seed_qwen_counter_clean_20260615/EPSD-Ponzi/seed_42/sage_rule_evidence/metrics.json
EPSD-Ponzi,43,rule,GNN + rule evidence,evidence,0.5833333333333334,0.8880698880698882,0.6356337564475694,0.6021505376344086,0.5656565656565656,0.7236180904522613,outputs/paper_5seed_qwen_counter_clean_20260615/EPSD-Ponzi/seed_43/sage_rule_evidence/metrics.json
EPSD-Ponzi,44,rule,GNN + rule evidence,evidence,0.6565656565656566,0.9051051051051051,0.7445767789699912,0.6565656565656566,0.6565656565656566,0.6559139784946236,outputs/paper_5seed_qwen_counter_clean_20260615/EPSD-Ponzi/seed_44/sage_rule_evidence/metrics.json
